"market_id","created_at","title","ticker","strike_price","deadline","price_lvl","yes_price","resolution"
6242,"2025-07-29 10:07:11.102","💎 $BTC above $118672.63 on Jul 30, 10:00 UTC?","BTC","118672.63","Jul 30, 10:00 UTC",2,0.394,"NO"
6243,"2025-07-29 10:11:38.824","💎 $BTC above $121046.08 on Jul 30, 10:00 UTC?","BTC","121046.08","Jul 30, 10:00 UTC",3,0.02,"NO"
6244,"2025-07-29 10:11:56.462","💎 $BTC above $116299.17 on Jul 30, 10:00 UTC?","BTC","116299.17","Jul 30, 10:00 UTC",1,0.87396504097864788029,"YES"
6272,"2025-07-30 10:07:14.818","💎 $BTC above $118329.20 on Jul 31, 10:00 UTC?","BTC","118329.20","Jul 31, 10:00 UTC",2,0.38,"YES"
6273,"2025-07-30 10:16:19.835","💎 $BTC above $115962.61 on Jul 31, 10:00 UTC?","BTC","115962.61","Jul 31, 10:00 UTC",1,0.85,"YES"
6274,"2025-07-30 10:16:46.186","💎 $BTC above $120695.78 on Jul 31, 10:00 UTC?","BTC","120695.78","Jul 31, 10:00 UTC",3,0.099,"NO"
6303,"2025-07-31 10:00:42.695","💎 $BTC above $116219.02 on Aug 1, 10:00 UTC?","BTC","116219.02","Aug 1, 10:00 UTC",1,0.94500000000000000000,"NO"
6304,"2025-07-31 10:01:28.453","💎 $BTC above $118590.84 on Aug 1, 10:00 UTC?","BTC","118590.84","Aug 1, 10:00 UTC",2,0.44300000000000000000,"NO"
6305,"2025-07-31 10:02:17.015","💎 $BTC above $120962.66 on Aug 1, 10:00 UTC?","BTC","120962.66","Aug 1, 10:00 UTC",3,0.04600000000000000000,"NO"
6333,"2025-08-01 10:00:40.647","💎 $BTC above $112618.34 on Aug 2, 10:00 UTC?","BTC","112618.34","Aug 2, 10:00 UTC",1,0.91,"YES"
6334,"2025-08-01 10:01:26.373","💎 $BTC above $114916.67 on Aug 2, 10:00 UTC?","BTC","114916.67","Aug 2, 10:00 UTC",2,0.57,"NO"
6335,"2025-08-01 10:02:12.616","💎 $BTC above $117215.00 on Aug 2, 10:00 UTC?","BTC","117215.00","Aug 2, 10:00 UTC",3,0.15,"NO"
6388,"2025-08-02 10:00:42.418","💎 $BTC above $111378.96 on Aug 3, 10:00 UTC?","BTC","111378.96","Aug 3, 10:00 UTC",1,0.94100000000000000000,"YES"
6389,"2025-08-02 10:01:36.848","💎 $BTC above $113652.00 on Aug 3, 10:00 UTC?","BTC","113652.00","Aug 3, 10:00 UTC",2,0.50000000000000000000,"NO"
6390,"2025-08-02 10:02:24.167","💎 $BTC above $115925.04 on Aug 3, 10:00 UTC?","BTC","115925.04","Aug 3, 10:00 UTC",3,0.00100000000000000000000,"NO"
6415,"2025-08-03 10:00:41.405","💎 $BTC above $111370.61 on Aug 4, 10:00 UTC?","BTC","111370.61","Aug 4, 10:00 UTC",1,0.915,"YES"
6416,"2025-08-03 10:01:32.152","💎 $BTC above $113643.48 on Aug 4, 10:00 UTC?","BTC","113643.48","Aug 4, 10:00 UTC",2,0.55,"YES"
6417,"2025-08-03 10:02:18.166","💎 $BTC above $115916.35 on Aug 4, 10:00 UTC?","BTC","115916.35","Aug 4, 10:00 UTC",3,0.07,"NO"
6455,"2025-08-04 13:03:54.820","💎 $BTC above $112105.89 on Aug 5, 10:00 UTC?","BTC","112105.89","Aug 5, 10:00 UTC",1,0.96000000000000000000,"YES"
6456,"2025-08-04 13:04:42.476","💎 $BTC above $114393.77 on Aug 5, 10:00 UTC?","BTC","114393.77","Aug 5, 10:00 UTC",2,0.52000000000000000000,"YES"
6457,"2025-08-04 13:05:28.833","💎 $BTC above $116681.65 on Aug 5, 10:00 UTC?","BTC","116681.65","Aug 5, 10:00 UTC",3,0.095,"NO"
6488,"2025-08-05 10:00:42.448","💎 $BTC above $112389.85 on Aug 6, 10:00 UTC?","BTC","112389.85","Aug 6, 10:00 UTC",1,0.50000000000000000000,"YES"
6489,"2025-08-05 10:01:28.239","💎 $BTC above $114683.52 on Aug 6, 10:00 UTC?","BTC","114683.52","Aug 6, 10:00 UTC",2,0.57500000000000000000,"NO"
6490,"2025-08-05 10:02:16.255","💎 $BTC above $116977.19 on Aug 6, 10:00 UTC?","BTC","116977.19","Aug 6, 10:00 UTC",3,0.10400000000000000000,"NO"
6521,"2025-08-06 11:53:04.008","💎 $BTC above $111912.58 on Aug 7, 11:00 UTC?","BTC","111912.58","Aug 7, 11:00 UTC",1,0.91200000000000000000,"YES"
6522,"2025-08-06 11:53:49.530","💎 $BTC above $114196.51 on Aug 7, 11:00 UTC?","BTC","114196.51","Aug 7, 11:00 UTC",2,0.50900000000000000000,"YES"
6523,"2025-08-06 11:54:47.944","💎 $BTC above $116480.44 on Aug 7, 11:00 UTC?","BTC","116480.44","Aug 7, 11:00 UTC",3,0.10500000000000000000,"NO"
6551,"2025-08-07 10:00:41.228","💎 $BTC above $112780.20 on Aug 8, 10:00 UTC?","BTC","112780.20","Aug 8, 10:00 UTC",1,0.92500000000000000000,"YES"
6552,"2025-08-07 10:01:28.469","💎 $BTC above $115081.84 on Aug 8, 10:00 UTC?","BTC","115081.84","Aug 8, 10:00 UTC",2,0.57800000000000000000,"YES"
6553,"2025-08-07 10:02:15.547","💎 $BTC above $117383.48 on Aug 8, 10:00 UTC?","BTC","117383.48","Aug 8, 10:00 UTC",3,0.18600000000000000000,"NO"
6583,"2025-08-08 10:00:42.203","💎 $BTC above $114373.11 on Aug 9, 10:00 UTC?","BTC","114373.11","Aug 9, 10:00 UTC",1,0.92,"YES"
6584,"2025-08-08 10:01:27.929","💎 $BTC above $116707.26 on Aug 9, 10:00 UTC?","BTC","116707.26","Aug 9, 10:00 UTC",2,0.40100000000000000000,"YES"
6585,"2025-08-08 10:02:14.446","💎 $BTC above $119041.41 on Aug 9, 10:00 UTC?","BTC","119041.41","Aug 9, 10:00 UTC",3,0.07,"NO"
6634,"2025-08-09 10:00:42.057","💎 $BTC above $115166.98 on Aug 10, 10:00 UTC?","BTC","115166.98","Aug 10, 10:00 UTC",1,0.94900000000000000000,"YES"
6635,"2025-08-09 10:01:28.521","💎 $BTC above $117517.33 on Aug 10, 10:00 UTC?","BTC","117517.33","Aug 10, 10:00 UTC",2,0.55,"YES"
6636,"2025-08-09 10:02:16.792","💎 $BTC above $119867.68 on Aug 10, 10:00 UTC?","BTC","119867.68","Aug 10, 10:00 UTC",3,0.04000000000000000000,"NO"
6661,"2025-08-10 10:00:46.695","💎 $BTC above $115930.20 on Aug 11, 10:00 UTC?","BTC","115930.20","Aug 11, 10:00 UTC",1,0.95400000000000000000,"YES"
6662,"2025-08-10 10:01:33.771","💎 $BTC above $118296.12 on Aug 11, 10:00 UTC?","BTC","118296.12","Aug 11, 10:00 UTC",2,0.42600000000000000000,"YES"
6663,"2025-08-10 10:02:21.107","💎 $BTC above $120662.04 on Aug 11, 10:00 UTC?","BTC","120662.04","Aug 11, 10:00 UTC",3,0.08300000000000000000,"YES"
6695,"2025-08-11 10:18:58.816","💎 $BTC above $118793.81 on Aug 12, 10:00 UTC?","BTC","118793.81","Aug 12, 10:00 UTC",1,0.83600000000000000000,"NO"
6696,"2025-08-11 10:19:49.606","💎 $BTC above $121218.17 on Aug 12, 10:00 UTC?","BTC","121218.17","Aug 12, 10:00 UTC",2,0.35400000000000000000,"NO"
6697,"2025-08-11 10:20:41.821","💎 $BTC above $123642.53 on Aug 12, 10:00 UTC?","BTC","123642.53","Aug 12, 10:00 UTC",3,0.06500000000000000000,"NO"
6734,"2025-08-12 10:00:40.902","💎 $BTC above $116041.51 on Aug 13, 10:00 UTC?","BTC","116041.51","Aug 13, 10:00 UTC",1,0.93654250230391729999,"YES"
6735,"2025-08-12 10:01:28.941","💎 $BTC above $118409.70 on Aug 13, 10:00 UTC?","BTC","118409.70","Aug 13, 10:00 UTC",2,0.59000000000000000000,"YES"
6736,"2025-08-12 10:02:14.788","💎 $BTC above $120777.89 on Aug 13, 10:00 UTC?","BTC","120777.89","Aug 13, 10:00 UTC",3,0.21900000000000000000,"NO"
6746,"2025-08-12 16:03:11.472","💎 $BTC above $120004.68 on Aug 13, 16:00 UTC?","BTC","120004.68","Aug 13, 16:00 UTC",1,0.44800000000000000000,"YES"
6768,"2025-08-13 10:00:45.649","💎 $BTC above $117711.64 on Aug 14, 10:00 UTC?","BTC","117711.64","Aug 14, 10:00 UTC",1,0.95500000000000000000,"YES"
6769,"2025-08-13 10:01:33.424","💎 $BTC above $120113.92 on Aug 14, 10:00 UTC?","BTC","120113.92","Aug 14, 10:00 UTC",2,0.63935999964035999964036,"YES"
6770,"2025-08-13 10:02:23.066","💎 $BTC above $122516.20 on Aug 14, 10:00 UTC?","BTC","122516.20","Aug 14, 10:00 UTC",3,0.15500000000000000000,"NO"
6801,"2025-08-14 10:00:43.855","💎 $BTC above $119278.83 on Aug 15, 10:00 UTC?","BTC","119278.83","Aug 15, 10:00 UTC",1,0.83900000000000000000,"NO"
6802,"2025-08-14 10:01:28.504","💎 $BTC above $121713.09 on Aug 15, 10:00 UTC?","BTC","121713.09","Aug 15, 10:00 UTC",2,0.30500000000000000000,"NO"
6803,"2025-08-14 10:02:14.343","💎 $BTC above $124147.35 on Aug 15, 10:00 UTC?","BTC","124147.35","Aug 15, 10:00 UTC",3,0.14400000000000000000,"NO"
6838,"2025-08-15 10:00:40.424","💎 $BTC above $116398.98 on Aug 16, 10:00 UTC?","BTC","116398.98","Aug 16, 10:00 UTC",1,0.90200000000000000000,"YES"
6839,"2025-08-15 10:01:25.987","💎 $BTC above $118774.47 on Aug 16, 10:00 UTC?","BTC","118774.47","Aug 16, 10:00 UTC",2,0.542,"NO"
6840,"2025-08-15 10:02:11.649","💎 $BTC above $121149.96 on Aug 16, 10:00 UTC?","BTC","121149.96","Aug 16, 10:00 UTC",3,0.125,"NO"
6886,"2025-08-16 10:00:40.533","💎 $BTC above $115042.40 on Aug 17, 10:00 UTC?","BTC","115042.40","Aug 17, 10:00 UTC",1,0.99900000000000000000,"YES"
6887,"2025-08-16 10:01:26.372","💎 $BTC above $117390.20 on Aug 17, 10:00 UTC?","BTC","117390.20","Aug 17, 10:00 UTC",2,0.60000000000000000000,"YES"
6888,"2025-08-16 10:02:12.137","💎 $BTC above $119738.00 on Aug 17, 10:00 UTC?","BTC","119738.00","Aug 17, 10:00 UTC",3,0.00100000000000000000,"NO"
6913,"2025-08-17 10:00:40.555","💎 $BTC above $116029.50 on Aug 18, 10:00 UTC?","BTC","116029.50","Aug 18, 10:00 UTC",1,0.97800000000000000000,"NO"
6914,"2025-08-17 10:01:27.810","💎 $BTC above $118397.45 on Aug 18, 10:00 UTC?","BTC","118397.45","Aug 18, 10:00 UTC",2,0.49,"NO"
6915,"2025-08-17 10:02:13.870","💎 $BTC above $120765.40 on Aug 18, 10:00 UTC?","BTC","120765.40","Aug 18, 10:00 UTC",3,0.06600000000000000000,"NO"
6948,"2025-08-18 10:00:43.425","💎 $BTC above $112796.46 on Aug 19, 10:00 UTC?","BTC","112796.46","Aug 19, 10:00 UTC",1,0.92000000000000000000,"YES"
6949,"2025-08-18 10:01:32.928","💎 $BTC above $115098.43 on Aug 19, 10:00 UTC?","BTC","115098.43","Aug 19, 10:00 UTC",2,0.53200000000000000000,"YES"
6952,"2025-08-18 10:02:20.420","💎 $BTC above $117400.40 on Aug 19, 10:00 UTC?","BTC","117400.40","Aug 19, 10:00 UTC",3,0.09200000000000000000,"NO"
6996,"2025-08-19 10:00:36.735","💎 $BTC above $113061.75 on Aug 20, 10:00 UTC?","BTC","113061.75","Aug 20, 10:00 UTC",1,0.897,"YES"
6997,"2025-08-19 10:01:18.588","💎 $BTC above $115369.13 on Aug 20, 10:00 UTC?","BTC","115369.13","Aug 20, 10:00 UTC",2,0.33000000000000000000,"NO"
6998,"2025-08-19 10:01:55.786","💎 $BTC above $117676.51 on Aug 20, 10:00 UTC?","BTC","117676.51","Aug 20, 10:00 UTC",3,0.154,"NO"
7034,"2025-08-20 10:00:53.049","💎 $BTC above $111413.38 on Aug 21, 10:00 UTC?","BTC","111413.38","Aug 21, 10:00 UTC",1,0.94500000000000000000,"YES"
7035,"2025-08-20 10:01:48.806","💎 $BTC above $113687.12 on Aug 21, 10:00 UTC?","BTC","113687.12","Aug 21, 10:00 UTC",2,0.48,"NO"
7036,"2025-08-20 10:02:24.922","💎 $BTC above $115960.86 on Aug 21, 10:00 UTC?","BTC","115960.86","Aug 21, 10:00 UTC",3,0.06600000000000000000,"NO"
7063,"2025-08-21 10:00:52.672","💎 $BTC above $111100.94 on Aug 22, 10:00 UTC?","BTC","111100.94","Aug 22, 10:00 UTC",1,0.94600000000000000000,"YES"
7064,"2025-08-21 10:01:38.759","💎 $BTC above $113368.31 on Aug 22, 10:00 UTC?","BTC","113368.31","Aug 22, 10:00 UTC",2,0.5,"NO"
7066,"2025-08-21 10:02:29.484","💎 $BTC above $115635.68 on Aug 22, 10:00 UTC?","BTC","115635.68","Aug 22, 10:00 UTC",3,0.10000000000000000000,"NO"
7094,"2025-08-22 10:00:32.064","💎 $BTC above $110766.19 on Aug 23, 10:00 UTC?","BTC","110766.19","Aug 23, 10:00 UTC",1,0.85,"YES"
7095,"2025-08-22 10:01:17.994","💎 $BTC above $113026.72 on Aug 23, 10:00 UTC?","BTC","113026.72","Aug 23, 10:00 UTC",2,0.39000000000000000000,"YES"
7096,"2025-08-22 10:01:52.681","💎 $BTC above $115287.25 on Aug 23, 10:00 UTC?","BTC","115287.25","Aug 23, 10:00 UTC",3,0.67680178912120471117,"YES"
7160,"2025-08-23 10:01:05.738","💎 $BTC above $113398.47 on Aug 24, 10:00 UTC?","BTC","113398.47","Aug 24, 10:00 UTC",1,0.99900000000000000000000,"YES"
7161,"2025-08-23 10:01:52.409","💎 $BTC above $115712.72 on Aug 24, 10:00 UTC?","BTC","115712.72","Aug 24, 10:00 UTC",2,0.46,"NO"
7162,"2025-08-23 10:02:26.025","💎 $BTC above $118026.97 on Aug 24, 10:00 UTC?","BTC","118026.97","Aug 24, 10:00 UTC",3,0.04000000000000000000,"NO"
7187,"2025-08-24 10:00:37.002","💎 $BTC above $112505.11 on Aug 25, 10:00 UTC?","BTC","112505.11","Aug 25, 10:00 UTC",1,0.98500000000000000000,"NO"
7188,"2025-08-24 10:01:17.677","💎 $BTC above $114801.13 on Aug 25, 10:00 UTC?","BTC","114801.13","Aug 25, 10:00 UTC",2,0.53300000000000000000,"NO"
7189,"2025-08-24 10:01:58.914","💎 $BTC above $117097.15 on Aug 25, 10:00 UTC?","BTC","117097.15","Aug 25, 10:00 UTC",3,0.02982499390378404781,"NO"
7218,"2025-08-25 10:00:49.805","💎 $BTC above $109533.81 on Aug 26, 10:00 UTC?","BTC","109533.81","Aug 26, 10:00 UTC",1,0.839,"YES"
7219,"2025-08-25 10:01:24.625","💎 $BTC above $111769.19 on Aug 26, 10:00 UTC?","BTC","111769.19","Aug 26, 10:00 UTC",2,0.374,"NO"
7221,"2025-08-25 10:02:01.005","💎 $BTC above $114004.57 on Aug 26, 10:00 UTC?","BTC","114004.57","Aug 26, 10:00 UTC",3,0.08400000000000000000,"NO"
7267,"2025-08-26 10:00:35.863","💎 $BTC above $107958.40 on Aug 27, 10:00 UTC?","BTC","107958.40","Aug 27, 10:00 UTC",1,0.823,"YES"
7268,"2025-08-26 10:01:21.939","💎 $BTC above $110161.63 on Aug 27, 10:00 UTC?","BTC","110161.63","Aug 27, 10:00 UTC",2,0.56000000000000000000,"YES"
7269,"2025-08-26 10:01:56.098","💎 $BTC above $112364.86 on Aug 27, 10:00 UTC?","BTC","112364.86","Aug 27, 10:00 UTC",3,0.14300000000000000000,"NO"
7308,"2025-08-27 10:00:32.167","💎 $BTC above $108599.97 on Aug 28, 10:00 UTC?","BTC","108599.97","Aug 28, 10:00 UTC",1,0.99900000000000000000,"YES"
7309,"2025-08-27 10:01:22.124","💎 $BTC above $110816.30 on Aug 28, 10:00 UTC?","BTC","110816.30","Aug 28, 10:00 UTC",2,0.99900000000000000000,"YES"
7310,"2025-08-27 10:01:58.793","💎 $BTC above $113032.63 on Aug 28, 10:00 UTC?","BTC","113032.63","Aug 28, 10:00 UTC",3,0.12400000000000000000,"NO"
7338,"2025-08-28 10:00:53.996","💎 $BTC above $110605.36 on Aug 29, 10:00 UTC?","BTC","110605.36","Aug 29, 10:00 UTC",1,0.97500000000000000000,"NO"
7339,"2025-08-28 10:01:37.445","💎 $BTC above $112862.61 on Aug 29, 10:00 UTC?","BTC","112862.61","Aug 29, 10:00 UTC",2,0.52,"NO"
7340,"2025-08-28 10:02:23.993","💎 $BTC above $115119.86 on Aug 29, 10:00 UTC?","BTC","115119.86","Aug 29, 10:00 UTC",3,0.10666666666666666667,"NO"
7373,"2025-08-29 10:00:41.911","💎 $BTC above $107579.55 on Aug 30, 10:00 UTC?","BTC","107579.55","Aug 30, 10:00 UTC",1,0.92400000000000000000,"YES"
7374,"2025-08-29 10:01:20.678","💎 $BTC above $109775.05 on Aug 30, 10:00 UTC?","BTC","109775.05","Aug 30, 10:00 UTC",2,0.626,"NO"
7375,"2025-08-29 10:01:56.407","💎 $BTC above $111970.55 on Aug 30, 10:00 UTC?","BTC","111970.55","Aug 30, 10:00 UTC",3,0.19000000000000000000,"NO"
7433,"2025-08-30 10:00:33.961","💎 $BTC above $106353.89 on Aug 31, 10:00 UTC?","BTC","106353.89","Aug 31, 10:00 UTC",1,0.94600000000000000000,"YES"
7434,"2025-08-30 10:01:34.538","💎 $BTC above $108524.38 on Aug 31, 10:00 UTC?","BTC","108524.38","Aug 31, 10:00 UTC",2,0.98000000000000000000,"NO"
7435,"2025-08-30 10:02:19.574","💎 $BTC above $110694.87 on Aug 31, 10:00 UTC?","BTC","110694.87","Aug 31, 10:00 UTC",3,0.051,"NO"
7460,"2025-08-31 10:00:41.873","💎 $BTC above $106340.14 on Sep 1, 10:00 UTC?","BTC","106340.14","Sep 1, 10:00 UTC",1,0.99500000000000000000,"YES"
7461,"2025-08-31 10:01:16.175","💎 $BTC above $108510.35 on Sep 1, 10:00 UTC?","BTC","108510.35","Sep 1, 10:00 UTC",2,0.66867469758133473208,"YES"
7462,"2025-08-31 10:01:54.721","💎 $BTC above $110680.56 on Sep 1, 10:00 UTC?","BTC","110680.56","Sep 1, 10:00 UTC",3,0.09460226668939013273,"NO"
7487,"2025-09-01 10:00:32.536","💎 $BTC above $107331.87 on Sep 2, 10:00 UTC?","BTC","107331.87","Sep 2, 10:00 UTC",1,0.83000000000000000000,"YES"
7490,"2025-09-01 10:01:09.200","💎 $BTC above $109522.32 on Sep 2, 10:00 UTC?","BTC","109522.32","Sep 2, 10:00 UTC",2,0.394,"YES"
7492,"2025-09-01 10:01:47.812","💎 $BTC above $111712.77 on Sep 2, 10:00 UTC?","BTC","111712.77","Sep 2, 10:00 UTC",3,0.14800000000000000000,"NO"
7524,"2025-09-02 10:00:43.351","💎 $BTC above $108227.99 on Sep 3, 10:00 UTC?","BTC","108227.99","Sep 3, 10:00 UTC",1,0.55700000000000000000,"YES"
7525,"2025-09-02 10:01:31.049","💎 $BTC above $110436.72 on Sep 3, 10:00 UTC?","BTC","110436.72","Sep 3, 10:00 UTC",2,0.42900000000000000000,"YES"
7526,"2025-09-02 10:02:16.678","💎 $BTC above $112645.45 on Sep 3, 10:00 UTC?","BTC","112645.45","Sep 3, 10:00 UTC",3,0.06,"NO"
7555,"2025-09-03 10:01:02.469","💎 $BTC above $109097.18 on Sep 4, 10:00 UTC?","BTC","109097.18","Sep 4, 10:00 UTC",1,0.88311456239155904959,"YES"
7556,"2025-09-03 10:01:52.984","💎 $BTC above $111323.65 on Sep 4, 10:00 UTC?","BTC","111323.65","Sep 4, 10:00 UTC",2,0.51000000000000000000,"NO"
7557,"2025-09-03 10:02:28.918","💎 $BTC above $113550.12 on Sep 4, 10:00 UTC?","BTC","113550.12","Sep 4, 10:00 UTC",3,0.08000000000000000000,"NO"
7590,"2025-09-04 10:00:39.726","💎 $BTC above $108623.70 on Sep 5, 10:00 UTC?","BTC","108623.70","Sep 5, 10:00 UTC",1,0.89000000000000000000,"YES"
7591,"2025-09-04 10:01:21.994","💎 $BTC above $110840.51 on Sep 5, 10:00 UTC?","BTC","110840.51","Sep 5, 10:00 UTC",2,0.47900000000000000000,"YES"
7592,"2025-09-04 10:02:14.503","💎 $BTC above $113057.32 on Sep 5, 10:00 UTC?","BTC","113057.32","Sep 5, 10:00 UTC",3,0.17000000000000000000,"NO"
